2026-06-12 09:39:40,278 - main - INFO - === Logging system initialized ===
2026-06-12 09:39:40,278 - main - INFO - Log file: logs/app_20260612_093940.log
2026-06-12 09:39:40,278 - main - INFO - Log level: INFO
2026-06-12 09:39:40,278 - main - INFO - Timestamp: 20260612_093940
2026-06-12 09:39:44,261 - main - INFO - Included router: routers.aihub.router
2026-06-12 09:39:44,379 - main - INFO - Included router: routers.analysis.router
2026-06-12 09:39:44,472 - main - INFO - Included router: routers.auth.router
2026-06-12 09:39:44,487 - main - INFO - Included router: routers.health.router
2026-06-12 09:39:44,535 - main - INFO - Included router: routers.reports.router
2026-06-12 09:39:44,559 - main - INFO - Included router: routers.settings.router
2026-06-12 09:39:44,688 - main - INFO - Included router: routers.storage.router
2026-06-12 09:39:44,738 - main - INFO - Included router: routers.user.router
2026-06-12 09:39:47,348 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260612_093947.log')}
2026-06-12 09:39:47,699 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:48,049 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:48,400 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093947.log')}
2026-06-12 09:39:48,751 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:49,102 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:49,453 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:49,804 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:50,154 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:50,505 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:50,856 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:51,207 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:51,557 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:51,908 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:52,259 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:52,610 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:52,961 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:53,311 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
2026-06-12 09:39:53,662 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_093940.log')}
