2026-06-10 05:18:59,478 - main - INFO - === Logging system initialized ===
2026-06-10 05:18:59,478 - main - INFO - Log file: logs/app_20260610_051859.log
2026-06-10 05:18:59,479 - main - INFO - Log level: INFO
2026-06-10 05:18:59,479 - main - INFO - Timestamp: 20260610_051859
2026-06-10 05:19:00,324 - main - INFO - Included router: routers.aihub.router
2026-06-10 05:19:00,347 - main - INFO - Included router: routers.analysis.router
2026-06-10 05:19:00,361 - main - INFO - Included router: routers.auth.router
2026-06-10 05:19:00,363 - main - INFO - Included router: routers.health.router
2026-06-10 05:19:00,386 - main - INFO - Included router: routers.settings.router
2026-06-10 05:19:00,427 - main - INFO - Included router: routers.storage.router
2026-06-10 05:19:00,435 - main - INFO - Included router: routers.user.router
2026-06-10 05:19:01,798 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_051901.log')}
2026-06-10 05:19:02,149 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:02,500 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:02,851 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:03,202 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051901.log')}
2026-06-10 05:19:03,553 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:03,904 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:04,255 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:04,606 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:04,957 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:05,308 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:05,658 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:06,009 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:06,360 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:06,711 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:07,062 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:07,413 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:07,764 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:08,115 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:08,466 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:08,816 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:09,167 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:09,518 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:09,869 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:10,220 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:10,571 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:10,923 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:11,274 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:11,624 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:11,975 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:12,326 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:12,677 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:13,028 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:13,379 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:13,730 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:14,082 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
2026-06-10 05:19:14,432 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051859.log')}
