2026-06-12 10:28:52,681 - main - INFO - === Logging system initialized ===
2026-06-12 10:28:52,681 - main - INFO - Log file: logs/app_20260612_102852.log
2026-06-12 10:28:52,681 - main - INFO - Log level: INFO
2026-06-12 10:28:52,681 - main - INFO - Timestamp: 20260612_102852
2026-06-12 10:28:53,656 - main - INFO - Included router: routers.aihub.router
2026-06-12 10:28:53,673 - main - INFO - Included router: routers.analysis.router
2026-06-12 10:28:53,684 - main - INFO - Included router: routers.auth.router
2026-06-12 10:28:53,732 - main - INFO - Included router: routers.doctor_patients.router
2026-06-12 10:28:53,734 - main - INFO - Included router: routers.health.router
2026-06-12 10:28:53,755 - main - INFO - Included router: routers.invite.router
2026-06-12 10:28:53,767 - main - INFO - Included router: routers.reports.router
2026-06-12 10:28:53,789 - main - INFO - Included router: routers.settings.router
2026-06-12 10:28:53,831 - main - INFO - Included router: routers.storage.router
2026-06-12 10:28:53,840 - main - INFO - Included router: routers.user.router
2026-06-12 10:28:53,886 - main - INFO - Included router: routers.users_profiles.router
2026-06-12 10:28:55,458 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260612_102855.log')}
2026-06-12 10:28:55,809 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:56,160 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:56,511 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102855.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:56,862 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:57,213 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:57,563 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:57,914 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:58,265 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:58,616 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:58,967 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:59,318 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:28:59,668 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:00,019 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:00,370 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:00,721 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:01,072 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:01,423 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:01,774 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:02,126 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:02,477 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:02,828 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:03,179 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:03,530 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:03,881 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:04,232 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:04,583 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:04,934 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:05,285 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
2026-06-12 10:29:05,637 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_102852.log')}
