2026-06-12 10:53:50,825 - main - INFO - === Logging system initialized ===
2026-06-12 10:53:50,825 - main - INFO - Log file: logs/app_20260612_105350.log
2026-06-12 10:53:50,825 - main - INFO - Log level: INFO
2026-06-12 10:53:50,825 - main - INFO - Timestamp: 20260612_105350
2026-06-12 10:53:51,747 - main - INFO - Included router: routers.aihub.router
2026-06-12 10:53:51,767 - main - INFO - Included router: routers.analysis.router
2026-06-12 10:53:51,781 - main - INFO - Included router: routers.auth.router
2026-06-12 10:53:51,829 - main - INFO - Included router: routers.doctor_patients.router
2026-06-12 10:53:51,832 - main - INFO - Included router: routers.health.router
2026-06-12 10:53:51,852 - main - INFO - Included router: routers.invite.router
2026-06-12 10:53:51,864 - main - INFO - Included router: routers.reports.router
2026-06-12 10:53:51,885 - main - INFO - Included router: routers.settings.router
2026-06-12 10:53:51,937 - main - INFO - Included router: routers.storage.router
2026-06-12 10:53:51,947 - main - INFO - Included router: routers.user.router
2026-06-12 10:53:52,003 - main - INFO - Included router: routers.users_profiles.router
2026-06-12 10:53:53,514 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260612_105353.log')}
2026-06-12 10:53:53,866 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:54,216 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:54,567 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105353.log')}
2026-06-12 10:53:54,918 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105353.log')}
2026-06-12 10:53:55,269 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:55,620 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:55,970 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:56,321 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
2026-06-12 10:53:56,672 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260612_105350.log')}
