2026-06-10 07:12:02,511 - main - INFO - === Logging system initialized ===
2026-06-10 07:12:02,511 - main - INFO - Log file: logs/app_20260610_071202.log
2026-06-10 07:12:02,511 - main - INFO - Log level: INFO
2026-06-10 07:12:02,511 - main - INFO - Timestamp: 20260610_071202
2026-06-10 07:12:13,212 - main - INFO - Included router: routers.aihub.router
2026-06-10 07:12:13,271 - main - INFO - Included router: routers.analysis.router
2026-06-10 07:12:13,362 - main - INFO - Included router: routers.auth.router
2026-06-10 07:12:13,406 - main - INFO - Included router: routers.health.router
2026-06-10 07:12:13,432 - main - INFO - Included router: routers.settings.router
2026-06-10 07:12:13,576 - main - INFO - Included router: routers.storage.router
2026-06-10 07:12:13,635 - main - INFO - Included router: routers.user.router
2026-06-10 07:12:16,116 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_071216.log')}
2026-06-10 07:12:16,468 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:16,820 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:17,171 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071216.log')}
2026-06-10 07:12:17,522 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:17,873 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:18,224 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:18,575 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:18,926 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:19,277 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:19,628 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:19,979 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:20,330 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:20,681 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:21,032 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:21,383 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:21,734 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:22,085 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:22,437 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:22,788 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:23,139 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:23,490 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:23,842 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:24,193 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
2026-06-10 07:12:24,544 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_071202.log')}
