2026-06-10 04:51:13,380 - main - INFO - === Logging system initialized ===
2026-06-10 04:51:13,380 - main - INFO - Log file: logs/app_20260610_045113.log
2026-06-10 04:51:13,380 - main - INFO - Log level: INFO
2026-06-10 04:51:13,380 - main - INFO - Timestamp: 20260610_045113
2026-06-10 04:51:14,697 - main - INFO - Included router: routers.aihub.router
2026-06-10 04:51:14,716 - main - INFO - Included router: routers.analysis.router
2026-06-10 04:51:14,727 - main - INFO - Included router: routers.auth.router
2026-06-10 04:51:14,730 - main - INFO - Included router: routers.health.router
2026-06-10 04:51:14,751 - main - INFO - Included router: routers.settings.router
2026-06-10 04:51:14,791 - main - INFO - Included router: routers.storage.router
2026-06-10 04:51:14,802 - main - INFO - Included router: routers.user.router
2026-06-10 04:51:16,215 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_045116.log')}
2026-06-10 04:51:16,566 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:16,917 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:17,269 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045116.log')}
2026-06-10 04:51:17,620 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:17,971 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:18,321 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:18,672 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:19,024 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:19,376 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:19,727 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:20,078 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045116.log')}
2026-06-10 04:51:20,429 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:20,780 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:21,130 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:21,481 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:21,832 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:22,184 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:22,535 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:22,886 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:23,236 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:23,587 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:23,938 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:24,289 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:24,640 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:24,991 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:25,343 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:25,694 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:26,045 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:26,396 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:26,746 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
2026-06-10 04:51:27,097 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_045113.log')}
