2026-06-16 11:14:12,507 - main - INFO - === Logging system initialized ===
2026-06-16 11:14:12,508 - main - INFO - Log file: logs/app_20260616_111412.log
2026-06-16 11:14:12,508 - main - INFO - Log level: INFO
2026-06-16 11:14:12,508 - main - INFO - Timestamp: 20260616_111412
2026-06-16 11:14:13,283 - main - INFO - Included router: routers.aihub.router
2026-06-16 11:14:13,302 - main - INFO - Included router: routers.analysis.router
2026-06-16 11:14:13,319 - main - INFO - Included router: routers.auth.router
2026-06-16 11:14:13,333 - main - INFO - Included router: routers.custom_auth.router
2026-06-16 11:14:13,385 - main - INFO - Included router: routers.doctor_patients.router
2026-06-16 11:14:13,387 - main - INFO - Included router: routers.health.router
2026-06-16 11:14:13,467 - main - INFO - Included router: routers.invite.router
2026-06-16 11:14:13,480 - main - INFO - Included router: routers.reports.router
2026-06-16 11:14:13,501 - main - INFO - Included router: routers.settings.router
2026-06-16 11:14:13,546 - main - INFO - Included router: routers.storage.router
2026-06-16 11:14:13,554 - main - INFO - Included router: routers.user.router
2026-06-16 11:14:13,607 - main - INFO - Included router: routers.users_profiles.router
2026-06-16 11:14:14,069 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:14,420 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:14,771 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:15,122 - watchfiles.main - DEBUG - 3 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.added: 1>, '/workspace/app/backend/logs/app_20260616_111414.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:15,473 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:15,824 - watchfiles.main - DEBUG - 3 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111414.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:16,175 - watchfiles.main - DEBUG - 3 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111414.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:16,526 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:16,877 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:17,228 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:17,579 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:17,930 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:18,281 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:18,632 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:18,982 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:19,333 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:19,684 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:20,035 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:20,386 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:20,737 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:21,088 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:21,439 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:21,790 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:22,141 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:22,492 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:22,843 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:23,194 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:23,544 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:23,895 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:24,246 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:24,597 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:24,948 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:25,299 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:25,650 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:26,001 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:26,352 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:26,703 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:27,054 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:27,405 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:27,756 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:28,107 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:28,457 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:28,808 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:29,159 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:29,510 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:29,861 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:30,212 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:30,563 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:30,914 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:31,265 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:31,616 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:31,967 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:32,318 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:32,669 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
2026-06-16 11:14:33,020 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111412.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_111133.log')}
