2026-06-10 05:17:07,556 - main - INFO - === Logging system initialized ===
2026-06-10 05:17:07,556 - main - INFO - Log file: logs/app_20260610_051707.log
2026-06-10 05:17:07,556 - main - INFO - Log level: INFO
2026-06-10 05:17:07,556 - main - INFO - Timestamp: 20260610_051707
2026-06-10 05:17:08,398 - main - INFO - Included router: routers.aihub.router
2026-06-10 05:17:08,419 - main - INFO - Included router: routers.analysis.router
2026-06-10 05:17:08,430 - main - INFO - Included router: routers.auth.router
2026-06-10 05:17:08,432 - main - INFO - Included router: routers.health.router
2026-06-10 05:17:08,454 - main - INFO - Included router: routers.settings.router
2026-06-10 05:17:08,487 - main - INFO - Included router: routers.storage.router
2026-06-10 05:17:08,494 - main - INFO - Included router: routers.user.router
2026-06-10 05:17:09,911 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_051709.log')}
2026-06-10 05:17:10,262 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:10,613 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:10,964 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051709.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:11,315 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:11,666 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:12,017 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:12,368 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:12,719 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
2026-06-10 05:17:13,070 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_051707.log')}
