2026-06-16 11:35:26,469 - main - INFO - === Logging system initialized ===
2026-06-16 11:35:26,469 - main - INFO - Log file: logs/app_20260616_113526.log
2026-06-16 11:35:26,469 - main - INFO - Log level: INFO
2026-06-16 11:35:26,469 - main - INFO - Timestamp: 20260616_113526
2026-06-16 11:35:27,271 - main - INFO - Included router: routers.aihub.router
2026-06-16 11:35:27,291 - main - INFO - Included router: routers.analysis.router
2026-06-16 11:35:27,307 - main - INFO - Included router: routers.auth.router
2026-06-16 11:35:27,320 - main - INFO - Included router: routers.custom_auth.router
2026-06-16 11:35:27,363 - main - INFO - Included router: routers.doctor_patients.router
2026-06-16 11:35:27,365 - main - INFO - Included router: routers.health.router
2026-06-16 11:35:27,417 - main - INFO - Included router: routers.invite.router
2026-06-16 11:35:27,427 - main - INFO - Included router: routers.reports.router
2026-06-16 11:35:27,445 - main - INFO - Included router: routers.settings.router
2026-06-16 11:35:27,476 - main - INFO - Included router: routers.storage.router
2026-06-16 11:35:27,485 - main - INFO - Included router: routers.user.router
2026-06-16 11:35:27,530 - main - INFO - Included router: routers.users_profiles.router
2026-06-16 11:35:28,855 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260616_113528.log')}
2026-06-16 11:35:29,206 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:29,607 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113528.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:29,958 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113528.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:30,309 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:30,660 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:31,011 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:31,362 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:31,712 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:32,063 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:32,414 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:32,765 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:33,116 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:33,467 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:33,817 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:34,168 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:34,519 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:34,870 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:35,221 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:35,573 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:35,923 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:36,274 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:36,625 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:36,976 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:37,327 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:37,678 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:38,029 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:38,380 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:38,731 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:39,081 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:39,432 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:39,783 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:40,134 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:40,485 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:40,836 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:41,186 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:41,537 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:41,888 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
2026-06-16 11:35:42,239 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260616_113526.log')}
