2026-06-10 21:26:12,740 - main - INFO - === Logging system initialized ===
2026-06-10 21:26:12,741 - main - INFO - Log file: logs/app_20260610_212612.log
2026-06-10 21:26:12,741 - main - INFO - Log level: INFO
2026-06-10 21:26:12,741 - main - INFO - Timestamp: 20260610_212612
2026-06-10 21:26:13,759 - main - INFO - Included router: routers.aihub.router
2026-06-10 21:26:13,772 - main - INFO - Included router: routers.analysis.router
2026-06-10 21:26:13,791 - main - INFO - Included router: routers.auth.router
2026-06-10 21:26:13,793 - main - INFO - Included router: routers.health.router
2026-06-10 21:26:13,804 - main - INFO - Included router: routers.reports.router
2026-06-10 21:26:13,826 - main - INFO - Included router: routers.settings.router
2026-06-10 21:26:13,864 - main - INFO - Included router: routers.storage.router
2026-06-10 21:26:13,872 - main - INFO - Included router: routers.user.router
2026-06-10 21:26:15,334 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_212615.log')}
2026-06-10 21:26:15,685 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:16,036 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:16,387 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212615.log')}
2026-06-10 21:26:16,738 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:17,089 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:17,439 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:17,790 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:18,141 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:18,492 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:18,843 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:19,193 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:19,544 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:19,896 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:20,247 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:20,598 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:20,950 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:21,301 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:21,652 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:22,003 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:22,354 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:22,705 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:23,056 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
2026-06-10 21:26:23,407 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_212612.log')}
