2026-07-07 01:37:44,347 - main - INFO - === Logging system initialized ===
2026-07-07 01:37:44,347 - main - INFO - Log file: logs/app_20260707_013744.log
2026-07-07 01:37:44,347 - main - INFO - Log level: INFO
2026-07-07 01:37:44,348 - main - INFO - Timestamp: 20260707_013744
2026-07-07 01:37:45,182 - main - INFO - Included router: routers.aihub.router
2026-07-07 01:37:45,203 - main - INFO - Included router: routers.analysis.router
2026-07-07 01:37:45,221 - main - INFO - Included router: routers.auth.router
2026-07-07 01:37:45,235 - main - INFO - Included router: routers.custom_auth.router
2026-07-07 01:37:45,280 - main - INFO - Included router: routers.doctor_patients.router
2026-07-07 01:37:45,283 - main - INFO - Included router: routers.health.router
2026-07-07 01:37:45,340 - main - INFO - Included router: routers.invite.router
2026-07-07 01:37:45,353 - main - INFO - Included router: routers.reports.router
2026-07-07 01:37:45,372 - main - INFO - Included router: routers.settings.router
2026-07-07 01:37:45,405 - main - INFO - Included router: routers.storage.router
2026-07-07 01:37:45,412 - main - INFO - Included router: routers.user.router
2026-07-07 01:37:45,462 - main - INFO - Included router: routers.users_profiles.router
2026-07-07 01:37:46,778 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260707_013746.log')}
2026-07-07 01:37:47,129 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:47,480 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:47,831 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013746.log')}
2026-07-07 01:37:48,182 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013746.log')}
2026-07-07 01:37:48,533 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:48,884 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:49,235 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:49,586 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
2026-07-07 01:37:49,937 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260707_013744.log')}
