2026-06-10 06:18:59,805 - main - INFO - === Logging system initialized ===
2026-06-10 06:18:59,805 - main - INFO - Log file: logs/app_20260610_061859.log
2026-06-10 06:18:59,806 - main - INFO - Log level: INFO
2026-06-10 06:18:59,806 - main - INFO - Timestamp: 20260610_061859
2026-06-10 06:19:08,781 - main - INFO - Included router: routers.aihub.router
2026-06-10 06:19:08,876 - main - INFO - Included router: routers.analysis.router
2026-06-10 06:19:08,948 - main - INFO - Included router: routers.auth.router
2026-06-10 06:19:08,961 - main - INFO - Included router: routers.health.router
2026-06-10 06:19:08,991 - main - INFO - Included router: routers.settings.router
2026-06-10 06:19:09,112 - main - INFO - Included router: routers.storage.router
2026-06-10 06:19:09,160 - main - INFO - Included router: routers.user.router
2026-06-10 06:19:11,742 - watchfiles.main - DEBUG - 1 change detected: {(<Change.added: 1>, '/workspace/app/backend/logs/app_20260610_061911.log')}
2026-06-10 06:19:12,093 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:12,444 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:12,795 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061911.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:13,146 - watchfiles.main - DEBUG - 2 changes detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061911.log'), (<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:13,497 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:13,848 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:14,199 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:14,550 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:14,901 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:15,252 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:15,603 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:15,954 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:16,305 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:16,656 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:17,007 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:17,358 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:17,709 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:18,060 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:18,411 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:18,762 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
2026-06-10 06:19:19,113 - watchfiles.main - DEBUG - 1 change detected: {(<Change.modified: 2>, '/workspace/app/backend/logs/app_20260610_061859.log')}
